,University,Country,Street Address,Locality,Postal Code,Region
10159, Universidad Peruana de Investigación y Negocios,pe ,"Avenida Salaverry 1810, Jesús María",Lima,,Lima
10160, Universidad Peruana de las Américas,pe ,Avenida Garcilaso de la Vega N° 1880,Lima,,Lima
10161, Universidad Peruana del Centro,pe ,Jirón Moquegua 474,Huancayo,,Junin
10162, Universidad Peruana del Oriente,pe ,Avenida Abelardo Quiñones Nº 2725,Iquitos,,Loreto
10163, Universidad Peruana Los Andes,pe ,Avenida Giráldez 230,Huancayo,,Junin
10164, Universidad Peruana Simón Bolivar,pe ,Avenida Brasil 1228 - Pueblo Libre,Lima,,Lima
10165, Universidad Peruana Unión,pe ,Carretera Central Km. 19.5 Nana - Chaclacayo,Lima,,Lima
10166, Universidad Piloto de Colombia,co ,"Carrera 9 No. 45 A-44, 1er Piso",Bogotá,,Bogota
10167, Universidad Politécnica Cuencamé,mx ,"Avenida Universidad s/n, Pueblo de Santiago",Cuencamé,35805,Durango
10168, Universidad Politécnica de Aguascalientes,mx ,Prolongación Avenida Mahatma Gandhi s/n. Km. 2,Aguascalientes,20280,Aguascalientes
10169, Universidad Politécnica de Altamira,mx ,"Nuevo Libramiento Altamira Km. 3, Santa Amalia",Altamira,89602,Tamaulipas
10170, Universidad Politécnica de Amozoc,mx ,"Avenida Ampliación Luis Oropeza No. 5202, San Andrés las Vegas",Amozoc,72980,Puebla
10171, Universidad Politécnica de Apodaca,mx ,"Avenida Poltécnica cruz con la Carretera Miguel Alemán, Km. 24.5",Apodaca,66629,Nuevo Leon
10172, Universidad Politécnica de Bacalar,mx ,Avenida 39 entre calle 50 y 54,Bacalar,77930,Quintana Roo
10173, Universidad Politécnica de Baja California,mx ,"Calle de la claridad s/n, Colonia Plutarco Elias Calles",Mexicali,21376,Baja California
10174, Universidad Politécnica de Cartagena,es ,"Plaza del Cronista Isidoro Valverde, s/n Edificio ""La Milagrosa""",Cartagena,30202,Murcia
10175, Universidad Politécnica de Chiapas,mx ,Calle Eduardo J. Selvas s/n,Tuxtla,29010,Chiapas
10176, Universidad Politécnica de Chihuahua,mx ,"Avenida Téofilo Borunda No. 13200, Colonia Labor de Terrazas",Chihuahua,31220,Chihuahua
10177, Universidad Politécnica de Durango,mx ,Carretera Durango-México Km. 9.5,Victoria,34300,Durango
10178, Universidad Politécnica de El Salvador,sv ,Boulevard Tutunichapa y 5a. Avenida Norte Frente a Redondel José Martí,San,,San Salvador
10179, Universidad Politécnica de Francisco I. Madero,mx ,Domicilio Conocido Tepatepec,Francisco,42660,Hidalgo
10180, Universidad Politécnica de Gómez Palacio,mx ,"Carretera El Vergel-La Torreña Km. 0 820, Localidad El Vergel",Gómez,35120,Durango
10181, Universidad Politécnica de Guanajuato,mx ,Avenida Universidad Norte s/n,Cortazar,38300,Guanajuato
10182, Universidad Politécnica de Huatusco,mx ,Avenida 1 Oriente 728,Huatusco,94100,Veracruz
10183, Universidad Politécnica de Huejutla,mx ,Parque Industrial Siglo XXI Carretera Huejutla-Chalahuiyapa Km. 3.5,Huejutla,43000,Hidalgo
10184, Universidad Politécnica de Ingeniería,hn ,"Residencial La Granja, Bloque F, lote 1",Comayagüela,,Francisco Morazan
10185, Universidad Politécnica de la Región Ribereña,mx ,"Lib. Lázaro Cárdenas del Río No. 325, Colonia Americo Villarreal",Ciudad,88300,Tamaulipas
10186, Universidad Politécnica de la Zona Metropolitana de Guadalajara,mx ,"Carretera Tlajomulco-Santa Fe, Km. 3.5 No. 595, Colonia Lomas de Tejeda",Tlajomulco,45670,Jalisco
10187, Universidad Politécnica de Lázaro Cárdenas,mx ,"Avenida Galeanas s/n, Colonia Las 600 Casas",Lázaro,60950,Michoacan
10188, Universidad Politécnica de Madrid,es ,"Calle Ramiro de Maeztu, 7",Madrid,28040,Madrid Community
10189, Universidad Politecnica de Nicaragua,ni ,Costado Sur Villa Ruben Dario,Managua,,Managua
10190, Universidad Politécnica de Pachuca,mx ,Carretera Pachuca-Ciudad Sahagún Km. 20 Ex-Hacienda de Sta. Bárbara,Pachuca,43841,Hidalgo
10191, Universidad Politécnica de Pénjamo,mx ,"Carretera Irapuato-La Piedad Km. 44, Predio El Derramadero",Pénjamo,36921,Guanajuato
10192, Universidad Politécnica de Piedras Negras,mx ,Avenida Marina Armada de Mexico No. 501,Piedras,26015,Coahuila
10193, Universidad Politécnica de Puebla,mx ,25 Poniente No. 118 Col. El Carmen,Puebla,72520,Puebla
10194, Universidad Politecnica de Puerto Rico,pr ,377 Ponce de Leon Avenue,San,00919,
10195, Universidad Politécnica de Querétaro,mx ,Avenida Constituyentes esq. Luis Pasteur s/n,Querétaro,76000,Queretaro
10196, Universidad Politécnica de Quintana Roo,mx ,"Avenida Arco Bicentenario, Mza. 11, Lote 1119-33, Sm. 255",Cancún,77500,Quintana Roo
10197, Universidad Politécnica de Ramos Arizpe,mx ,"Carretera Lázaro Cardenas-Snifntre Km. 3, Antiguo Internado de Santa Teresa",San,27900,Coahuila
10198, Universidad Politécnica de San Luís Potosí,mx ,"Iturbide 140, Colonia Centro Histórico",San,78000,San Luis Potosi
10199, Universidad Politécnica de Santa Rosa Jáuregui,mx ,"Carretera Federal 57 QRO- SLP Km. 31 + 150, Santa Rosa Jaureguí",Querétaro,76220,Queretaro
10200, Universidad Politécnica de Sinaloa,mx ,"Calle Niños Héroes No. 1413 Esq. Constitución, Colonia Centro",Mazatlán,82000,Sinaloa
10201, Universidad Politécnica de Tapachula,mx ,"Prolongación Avenida las Palmas Mz 36 s/n, Los Laureles I",Tapachula,30780,Chiapas
10202, Universidad Politécnica de Tecámac,mx ,Avenida 5 de Mayo,Tecámac,55740,Estado de Mexico
10203, Universidad Politécnica de Texcoco,mx ,"Prolongación de Arteaga 406, Colonia San Pedro",Texcoco,56150,Estado de Mexico
10204, Universidad Politécnica de Tlaxcala,mx ,"Calle Miquel Hgo. No. 6 int. 9, Col. del Valle San Gabriel Cuahhtla",Tlaxcala,90117,Tlaxcala
10205, Universidad Politécnica de Tlaxcala Región Poniente,mx ,"Carretera Federal Mexico-Veracruz Km. 85, Recova",Hueyotlipan,90240,Tlaxcala
10206, Universidad Politécnica de Tulancingo,mx ,"Calle Ingenierias No, 100 col. Huapalcalco",Tulancingo,43629,Hidalgo
10207, Universidad Politécnica de Uruapan,mx ,"Carretera Carapan-Playa Azul, tramo Carapan Uruapan Km 55 + 590",Uruapan,60120,Michoacan
10208, Universidad Politécnica de Valencia,es ,"Camino de Vera, s/n",Valencia,46022,Valencian Community
10209, Universidad Politécnica de Victoria,mx ,"Parque Científico y Tecnológico TECNOTAM, Avenida Nuevas Tecnologías 5902",Ciudad,87137,Tamaulipas
10210, Universidad Politécnica de Zacatecas,mx ,"Plan del Pardillo s/n, Parque Industrial",Fresnillo,99059,Zacatecas
10211, Universidad Politécnica del Bicentenario,mx ,"Carretera Silao-Romita Km. 2, Colonia San Juan de los Durán",Guanajuato,36283,Guanajuato
10212, Universidad Politécnica del Centro,mx ,Carretera Federal Villahermosa-Teapa Km. 22.5,Tumbulushal,86290,Tabasco
10213, Universidad Politécnica del Estado de Guerrero,mx ,"Comunidad de Puente Campuzano, Carretera Federal Iguala-Taxco Km. 105",Taxco,40321,Guerrero
10214, Universidad Politécnica del Estado de Morelos,mx ,"Boulevard Cuauhnáhuac #566, Col. Lomas del Texcal",Jiutepec,62570,Morelos
10215, Universidad Politécnica del Golfo de México,mx ,"Carretera Federal Malpaso-El Bellote, Km. 171, Monte Adentro",Paraíso,86600,Tabasco
10216, Universidad Politécnica del Mar y la Sierra,mx ,"Carretera a Pueblo Nuevo Km 3, Potrerillos Del Norte",Tayoltita,82740,Durango
10217, Universidad Politécnica del Sur de Zacatecas,mx ,"Calle Álvaro Obregón No. 11, Comunidad El Remolino",Juchipila,99970,Zacatecas
10218, Universidad Politécnica del Valle de Évora,mx ,Carretera 500 s/n,Leopoldo,81670,Sinaloa
10219, Universidad Politécnica del Valle de México,mx ,Avenida Mexiquense s/n,Tultitlán,54910,Estado de Mexico
10220, Universidad Politécnica del Valle de Toluca,mx ,"Carretera Toluca-Almoloya de Juárez Km. 5.6, Santiaguito Tlalcilalcali",Almoloya,50904,Estado de Mexico
10221, Universidad Politecnica Estatal del Carchi,ec ,Avenida Panama y Rafael Arellano,Tulcan,,Carchi
10222, Universidad Politecnica Hispano Mexicana,mx ,"25 Poniente No. 503, Colonia Chulavista",Puebla,72420,Puebla
10223, Universidad Politécnica Internacional,cr ,Los Yoses,San,1994-1002,San Jose
10224, Universidad Politécnica Juventino Rosas,mx ,"Calle Hidalgo 102, Comunidad de Valencia",Santa,38253,Guanajuato
10225, Universidad Politécnica Mesoamericana,mx ,Carretera Tenosique-El Ceibo Km. 43.5,Tenosique,86900,Tabasco
10226, Universidad Politécnica Metropolitana de Hidalgo,mx ,"Boulevard Acceso a Tolcayuca 1009, Ex Hacienda San Javier",Tolcayuca,43860,Hidalgo
10227, Universidad Politécnica Metropolitana de Puebla,mx ,"Calle Popocateptl s/n, Colonia 3 Cerritos",Puebla,72480,Puebla
10228, Universidad Politécnica Salesiana,ec ,"Apartado 17.12.536, Avenida12 de Octubre N 24-22 y Wilson",Cuenca,,Azuay
10229, Universidad Pontificia Bolivariana,co ,Circular 1 No. 70-01,Medellín,56006,Antioquia
10230, Universidad Pontificia Comillas,es ,"Calle Alberto Aguilera, 23",Madrid,28015,Madrid Community
10231, Universidad Pontificia de Mexico,mx ,"Gral. Guadalupe Victoria No. 98, Deleg. Tlalpan",Mexico,14000,Mexico City
10232, Universidad Pontificia de Salamanca,es ,"Calle Compañia, 5",Salamanca,37002,Castile and Leon
10233, Universidad Popular Autonóma del Estado de Puebla,mx ,"21 Sur No. 1103, Colonia Santiago",Puebla,72410,Puebla
10234, Universidad Popular de la Chontalpa,mx ,"Km. 2, Carretera Cárdenas-Huimanguillo Ranchería Paso y Playa",Cárdenas,86500,Tabasco
10235, Universidad Popular de Nicaragua,ni ,Bolonia esquina opuesta Hotel Mansion Teodolinda,Managua,,Managua
10236, Universidad Popular del Cesar,co ,Sede Balneario Hurtado,Valledupar,,Cesar
10237, Universidad Privada Abierta Latinoamericana,bo ,Tupac Amaru #1800 esq. Paso del Inca,Cochabamba,,Cochabamba
10238, Universidad Privada Antenor Orrego,pe ,Avenida América Sur 3145,Trujillo,,La Libertad
10239, Universidad Privada Antonio Guillermo Urrelo,pe ,Jirón José Sabogal #913,Cajamarca,,Cajamarca
10240, Universidad Privada Autónoma del Sur,pe ,"Sebastián Barranca 208, Urb. Sta. Isabel",Arequipa,,Arequipa
10241, Universidad Privada Boliviana,bo ,Avenida Blanco Galindo Km 6.5 - Santa Rosa,Cochabamba,,Cochabamba
10242, Universidad Privada Cumbre,bo ,Avenida Cañoto No. 580,Santa,,Santa Cruz
10243, Universidad Privada de Ciencias Administrativas y Tecnologicas,bo ,Calle Huallparimachi No. 1862,Cochabamba,,Cochabamba
10244, Universidad Privada de Huancayo Franklin Roosevelt,pe ,Avenida Giráldez #542,Huancayo,,Junin
10245, Universidad Privada de Ica,pe ,"Avenida Tupac Amaru N° 1336, Chincha Alta",Ica,,Ica
10246, Universidad Privada de Irapuato,mx ,"Camino al Carrizal No. 225, Colonia Las Delicias",Irapuato,36680,Guanajuato
10247, Universidad Privada de la Selva Peruana,pe ,San Martin #230,Iquitos,,Loreto
10248, Universidad Privada de Oruro,bo ,Calle Junín No. 348 esq. Potosí,Oruro,,Oruro
10249, Universidad Privada de Pucallpa,pe ,Jirón Coronel Portillo N° 782-784,Pucallpa,,Ucayali
10250, Universidad Privada de Santa Cruz de la Sierra,bo ,Avenida Paraguá y Cuarto Anillo,Santa,,Santa Cruz
10251, Universidad Privada de Tacna,pe ,Avenida Bolognesi Nº 1177,Tacna,,Tacna
10252, Universidad Privada de Trujillo,pe ,Avenida C. Industrial a Laredo Km 4 s/n (esquina con Av. Villareal),Trujillo,,La Libertad
10253, Universidad Privada del Chaco,bo ,Calle Comercio No. 955,Yacuiba,,Tarija
10254, Universidad Privada del Estado de México,mx ,"Avenida Revolución 46, Colonia San Cristobal Centro",Ecatepec,55000,Estado de Mexico
10255, Universidad Privada del Estado de Morelos S.C.,mx ,"Avenida Morelos No. 345, Colonia Centro",Cuernavaca,62000,Morelos
10256, Universidad Privada del Norte,pe ,"Avenida Del Ejército No. 920, Urbanización El Molino",Trujillo,,La Libertad
10257, Universidad Privada del Valle,bo ,Avenida Guillermina Martínez s/n,Cochabamba,,Cochabamba
10258, Universidad Privada Domingo Savio,bo ,Av. Beni y 3er. Anillo Externo,Santa,,Santa Cruz
10259, Universidad Privada Franz Tamayo,bo ,Calle Héroes del Acre No. 1855 esq. Landaeta,La,,Murillo
10260, Universidad Privada Juan Mejía Baca,pe ,Avenida Quiñones 640 Chiclayo,Chiclayo,,Lambayeque
10261, Universidad Privada Juan Pablo II,pe ,Carretera Central Km. 8.6 1/2 - Ate,Lima,,Lima
10262, Universidad Privada Leonardo Da Vinci,pe ,Avenida España 163 - Trujillo,Trujillo,,La Libertad
10263, Universidad Privada Líder Peruana,pe ,Edificio Central Jr. Quillabamba 110 2° Nivel,Cusco,,Cusco
10264, Universidad Privada Norbert Wiener,pe ,Avenida Arequipa 440,Lima,,Lima
10265, Universidad Privada Peruano Alemana,pe ,Avenida Uruguay N° 514,Lima,,Lima
10266, Universidad Privada San Carlos,pe ,Jirón Conde de Lemos Nº 128,Puno,,Puno
10267, Universidad Privada San Juan Bautista,pe ,Avenida José Antonio Lavalle s/n,Chorrillos,,Lima
10268, Universidad Privada TELESUP,pe ,Avenida 28 de Julio 1056,Lima,,Lima
10269, Universidad Provincial de Córdoba,ar ,Campus Sur. Avenida Pablo Ricchieri 1955,Córdoba,X5000HIA,Cordoba
10270, Universidad Provincial de Ezeiza,ar ,Alfonsina Storni 41,Ezeiza,1802,Buenos Aires
10271, Universidad Provincial del Sudoeste,ar ,San Martín 415,Pigüé,,Buenos Aires
10272, Universidad Psicología Industrial Dominicana,do ,"Calle 1era. No. 27 Urb. KG, Km. 6 1/2, Carretera Sánchez",Santo,,Santo Domingo
10273, Universidad Pública de El Alto,bo ,"Avenida Sucre s/n, Zona Villa Esperanza",El,,La Paz
10274, Universidad Pública de Navarra,es ,Campus de Arrosadia,Pamplona,31006,Navarra
10275, Universidad Quetzalcóatl,mx ,Boulevard Arandas No. 975,Irapuato,36615,Guanajuato
10276, Universidad Rafael Landívar,gt ,"Vista Hermosa 111, Zona 16",Guatemala,,Guatemala
10277, Universidad Rafael Urdaneta,ve ,"Estacionamiento Parque Vereda del Lago 2, Avenida El Milagro",Maracaibo,,Zulia
10278, Universidad Real,bo ,Calle Capitán Ravelo No. 2329,La,,La Paz
10279, Universidad Realística de México,mx ,"Privada 2-C Sur No. 5914, Colonia Bugambilias",Puebla,72540,Puebla
10280, Universidad Regiomontana,mx ,"Matamoros 430 Pte, entre Aldama y Rayón, Colonia Centro",Monterrey,64000,Nuevo Leon
10281, Universidad Regional Autonoma de los Andes,ec ,"Campus Universitario, Km 5 Via A Baños",Ambato,,Tungurahua
10282, Universidad Regional de Guatemala,gt ,Avenida Las Américas 20-84 Zona 13,Guatemala,,Guatemala
10283, Universidad Regional del Norte,mx ,"Avenida Allende No. 2628, Colonia Zarco",Chihuahua,31020,Chihuahua
10284, Universidad Regional del Sureste A.C.,mx ,Prolongación 20 de Noviembre s/n,Oaxaca,68120,Oaxaca
10285, Universidad Rey Juan Carlos,es ,"Calle Tulipán, s/n",Móstoles,28933,Madrid Community
10286, Universidad Ricardo Palma,pe ,Avenida Benávides 5440,Lima,,Lima
10287, Universidad Rural de Guatemala,gt ,7 Avenida 1-61 Zona 1,Guatemala,,Guatemala
10288, Universidad Salesiana,ar ,Gorriti 1249,Bahía,8000,Buenos Aires
10289, Universidad Salesiana,mx ,Calle Colegio Salesiano No. 35,Mexico,11300,Mexico City
10290, Universidad Salesiana de Bolivia,bo ,Avenida Chacaltaya No. 1258 esq. Ramos Gavilán,La,,La Paz
10291, Universidad Salvadoreña Alberto Masferrer,sv ,"19 Avenida Norte, entre 3a. Calle Poniente y Alameda Juan Pablo II",San,,San Salvador
10292, Universidad San Andrés,pe ,Avenida Industrial N° 3701 Independencia,Lima,,Lima
10293, Universidad San Francisco de Asís,bo ,Avenida 20 de octubre esq. Belisario Salinas,La,,La Paz
10294, Universidad San Francisco de Quito,ec ,"Diego de Robles y Pampite, Cumbayá",Quito,17-1200-841,Pichincha
10295, Universidad San Francisco Xavier,bo ,Calle Regimiento Campos Nro. 180,Sucre,,Chuquisaca
10296, Universidad San Ignacio de Loyola,pe ,Avenida La Fontana 550,La,,Lima
10297, Universidad San Jorge,es ,"Campus Universidad San Jorge, Autovía Zaragoza-Huesca km. 512, Villanueva de Gállego",Zaragoza,50830,Aragon
10298, Universidad San Juan de la Cruz,cr ,100 metros al Norte Palacio Municipal San Pablo,Heredia,40203,San Jose
10299, Universidad San Marcos,cr ,100 Este Parque Morazán,San,,San Jose
10300, Universidad San Marcos S.C.,mx ,"4ta. Norte Oriente No. 2284., Colonia El Brasilito",Tuxtla,29040,Chiapas
10301, Universidad San Pablo de Guatemala,gt ,4ta calle 23-03 Zona 14,Guatemala,01014,Guatemala
10302, Universidad San Pedro,pe ,Laderas del Norte Mz. H - 11,Chimbote,,Ancash
10303, Universidad San Sebastián,cl ,Calle Cruz Nº 1577,Concepción,4030000,Bio Bio
10304, Universidad Santa Fe A.C.,mx ,Km. 0.750 Carretera a San José de Cervera,Guanajuato,36250,Guanajuato
10305, Universidad Santa Inés,ve ,"Avenida Industrial, intercepción con av. Carabobo",Barinas,,Barinas
10306, Universidad Santa Lucía,cr ,100 mts del cine Omni detrás de la plaza de cultura,San,85-1011,San Jose
10307, Universidad Santa María,ve ,"Carretera Petare-Santa Lucía, Campus La Florencia, Km4",Caracas,,Caracas
10308," Universidad Santa María, Campus Guayaquil",ec ,,Guayaquil,,Guayas
10309, Universidad Santa Paula,cr ,"Lomas de Ayarco, Sur Curridabat",San,,San Jose
10310, Universidad Santander,pa ,Avenida Colombia entre calles 44 y 45 Primer piso Edificio Capto,Panama,,
10311, Universidad Santiago de Cali,co ,Carrera 62 Calle 5 Campus Pampalinda,Cali,,Valle del Cauca
10312, Universidad Santo Domingo de Guzmán,pe ,"Sector el Valle, Jicamarca s/n. Huarochiri",Lima,,Lima
10313, Universidad Santo Tomás,co ,Carrera 9 No. 51-11,Bogotá,,Santander
10314, Universidad Santo Tomás de Aquino,pe ,Avenida Huancavelica N° 462,Huancayo,,Junin
10315, Universidad Santo Tomas de Oriente y Mediodía,ni ,"Iglesia la Merced 1 c. al Norte, 1 c. al Oeste, calle el consulado",Granada,,Granada
10316," Universidad Santo Tomás, Chile",cl ,Avenida Ejército Libertador Nº 146,Santiago,,Region Metropolitana de Santiago
10317, Universidad SEK,cl ,Avenida José Arrieta 10.000,Peñalolén,7910000,Region Metropolitana de Santiago
10318, Universidad Señor de Sipán,pe ,Km 5 Carretera a Pimentel,Chiclayo,,Lambayeque
10319, Universidad Sergio Arboleda,co ,Calle 74 No. 14-14,Bogotá,111011,Bogota
10320, Universidad Sergio Bernales,pe ,Prolongacion Benavides s/n frente al Coliseo Lolo Fernández,San,,Lima
10321, Universidad Simón Bolivar,mx ,"Avenida Río Mixcoac, 48",Mexico,03920,Mexico City
10322, Universidad Simón Bolívar,ve ,"Sartenejas, Baruta, Edo. Miranda - Apartado 89000",Caracas,,Caracas
10323," Universidad Simón Bolívar, Colombia",co ,Carrera 54 No. 59-76,Barranquilla,50595,Atlantico
10324, Universidad Simón I. Patiño,bo ,Avenida Villazón No. 22 (Carretera a Sacaba Km. 1),Cochabamba,,Cochabamba
10325, Universidad SISE,pe ,Avenida Nicolás Ayllon 7208 - Carretera Central Km. 10.3 - Santa Clara - ATE,Lima,,Lima
10326, Universidad Surcolombiana,co ,Avenida Pastrana Borrero Carrera 1,Neiva,,Huila
10327, Universidad Tangamanga S.C.,mx ,"Avenida Fray Diego de la Magdalena No. 42, Colonia El Saucito",San,78140,San Luis Potosi
10328, Universidad TecMilenio,mx ,"Lázaro Cárdenas #2610, Colonia Del Paseo Residencial",Monterrey,64909,Nuevo Leon
10329, Universidad Técnica de Ambato,ec ,Avenida Colombia y Chile,Ambato,,Tungurahua
10330, Universidad Tecnica de Babahoyo,ec ,Avenida Universitaria Km 21/2 Avenida Montalvo,Babahoyo,,Los Rios
10331, Universidad Técnica de Comercio,ni ,"Campo Bruce, Antiguo cine salinas 5c. abajo, 2c. al lago",Managua,,Managua
10332, Universidad Técnica de Cotopaxi,ec ,"Avenida Simón Rodríguez, Barrio El Ejido",Latacunga,,Cotopaxi
10333, Universidad Tecnica de Machala,ec ,Km. 5 1/2 Via Machala Pasaje,Machala,,El Oro
10334, Universidad Técnica de Manabí,ec ,Avenida Universitaria,Portoviejo,,Manabi
10335, Universidad Técnica de Oruro,bo ,Avenida 6 de Octubre No. 5715,Oruro,,Oruro
10336, Universidad Técnica del Norte,ec ,Avenida 17 de Julio,Ibarra,,Imbabura
10337, Universidad Técnica Estatal de Quevedo,ec ,Km 1.5 Via Santo Domingo de los Tsáchilas,Quevedo,,Los Rios
10338, Universidad Técnica Federico Santa María,cl ,Avenida España Nº 1680,Valparaíso,2390123,Valparaiso
10339, Universidad Técnica Latinoamericana,sv ,5ª Calle Poniente No. 3-8B,Nueva,,La Libertad
10340, Universidad Tecnica Luis Vargas Torres,ec ,"Avenida Kennedy, Las Palmas",Esmeraldas,,Esmeraldas
10341, Universidad Técnica Particular de Loja,ec ,"San Cayetano Alto, Avenida Marcelino Champagnat y Paris",Loja,,Loja
10342, Universidad Técnica Privada Cosmos,bo ,Avenida Blanco Galindo Km. 7 1/2,Cochabamba,,Cochabamba
10343, Universidad Tecnológica,uy ,"Avenida Italia 6201 Edificio Los Talas, Parque Tecnológico del LATU",Montevideo,11500,Montevideo
10344, Universidad Tecnológica Americana,mx ,Viaducto Pdte. Miguel Alemán No. 255,Cuauhtémoc,06760,Mexico City
10345, Universidad Tecnológica Boliviana,bo ,Calle Colombia No. 154,La,,La Paz
10346, Universidad Tecnológica Centroamericana,hn ,"Zona Jacaleapa, frente a Residencial Honduras",Tegucigalpa,11101,Francisco Morazan
10347, Universidad Tecnológica Costarricense,cr ,"Avenida Central 50m E, 25m N, de Librería Universal",San,13024-1000,San Jose
10348, Universidad Tecnológica de Acapulco,mx ,"Calle Francisco Pizarro No. 58, Interior Hotel Acapulco, Diana, Fra?cc. Magallanes",Acapulco,39670,Guerrero
10349, Universidad Tecnológica de Aguascalientes,mx ,"Boulevard Juan Pablo II No. 1302, Fracc. Ex Hacienda La Cantera",Aguascalientes,20206,Aguascalientes
10350, Universidad Tecnológica de Altamira,mx ,"Boulevard de los Ríos Km. 3 + 100, Puerto Industrial",Altamira,89601,Tamaulipas
10351, Universidad Tecnológica de Bahía de Banderas,mx ,"Boulevard Nuevo Vallarta No. 65 Pte, Nuevo Vallarta",Nuevo,63735,Nayarit
10352, Universidad Tecnológica de Bolívar,co ,"Parque Industrial y Tecnolócico Carlos Vélez Pombo, Ternera KM 1 Vía a Turbaco",Cartagena,0905,Bolivar
10353, Universidad Tecnológica de Cadereyta,mx ,Carretera a Chihuahuita Km. 3,Cadereyta,67450,Nuevo Leon
10354, Universidad Tecnológica de Calvillo,mx ,"Carretera al Tepetate No. 102, Colonia El Salitre",Calvillo,20800,Aguascalientes
10355, Universidad Tecnológica de Camargo,mx ,"Calle Ángel Trías No. 1, Colonia Centro",Ciudad,33769,Chihuahua
10356, Universidad Tecnológica de Campeche,mx ,"Carretera Federal No. 180, San Antonio Cárdenas",Ciudad,24381,Campeche
10357, Universidad Tecnológica de Cancún,mx ,"Carretera Cancún-Aeropuerto Km. 11.5, SM. 299, Mz 5, Lt 1",Cancún,77500,Quintana Roo
10358, Universidad Tecnológica de Candelaria,mx ,"Carretera Benito Juárez-Candelaria, Km 22.5, Ej. Francisco Mújica",Candelaria,24300,Campeche
10359, Universidad Tecnológica de Chetumal,mx ,"Avenida Efrain Aguilar No. 284, Colonia Centro",Chetumal,77000,Quintana Roo
10360, Universidad Tecnológica de Chihuahua,mx ,"Avenida Montes Americanos No. 9501, Sector 35",Chihuahua,31216,Chihuahua
10361, Universidad Tecnológica de Chihuhahua Sur,mx ,Km. 3 Carretera Chihuahua a Aldama s/n,Chihuahua,31050,Chihuahua
10362, Universidad Tecnológica de Chile INACAP,cl ,Brown Norte Nº 290,Santiago,,Region Metropolitana de Santiago
10363, Universidad Tecnológica de Ciudad Juárez,mx ,"Calle Yepomera y Libramiento, Aeropuerto No. 3051, Col Lote Bravo II",Ciudad,32695,Chihuahua
10364, Universidad Tecnológica de Coahuila,mx ,"Avenida Industria Metalúrgica No. 2001, Parque Industrial Ramos Arizpe",Ramos,25900,Coahuila
10365, Universidad Tecnológica de Corregidora,mx ,"Callejón de los Mendoza No. 42, El Pueblito",Corregidora,76900,Queretaro
10366, Universidad Tecnológica de Culiacán,mx ,"Calle Josefa Ortiz de Domínguez No. 1600, Colonia La Lima",Culiacán,80013,Sinaloa
10367, Universidad Tecnológica de Durango,mx ,"Carretera Durango-Mezquital Km 4.5, Gabino Santillán",Victoria,34308,Durango
10368, Universidad Tecnológica de El Salvador,sv ,Calle Arce No. 1020,San,,San Salvador
10369, Universidad Tecnológica de Escuinapa,mx ,"Calle Miguel Hidalgo, esq. Gabriel Leyva, Colonia Centro",Escuinapa,82400,Sinaloa
10370, Universidad Tecnológica de Etchojoa,mx ,Carretera Etchojoa-Bacobampo s/n,Basconcobe,85282,Sonora
10371, Universidad Tecnológica de Guaymas,mx ,"Carretera al Varadero Nacional Km. 4, Sector Las Playitas",Guaymas,85480,Sonora
10372, Universidad Tecnológica de Gutiérrez Zamora,mx ,"Prolongación Dr. Miguel Patiño, Colonia Centro",Gutiérrez,93556,Veracruz
10373," Universidad Tecnológica de Hermosillo, Sonora",mx ,"Boulevard de los Seris Final, Parque Industrial",Hermosillo,83299,Sinaloa
10374, Universidad Tecnológica de Honduras,hn ,Carretera a Armenta Boulevard del Norte,San,,Cortes
10375, Universidad Tecnológica de Huejotzingo,mx ,"Camino Real a San Mateo s/n, Santa Ana Xamimilulco",Huejotzingo,76800,Puebla
10376, Universidad Tecnológica de Izúcar de Matamoros,mx ,"Prolongación Reforma 168, Barrio de Santiago Mihuacán",Izúcar,74420,Puebla
10377, Universidad Tecnológica de Jalisco,mx ,"Luis J. Jiménez 577 Esq. Juan Bautista Ceballos, Colonia Primero de Mayo",Guadalajara,44979,Jalisco
10378, Universidad Tecnológica de la Babícora,mx ,"Calle Paralelo No. 305, Colonia Soto Maynez",Namiquipa,31968,Chihuahua
10379, Universidad Tecnológica de la Costa,mx ,"Carretera Santiago Entronque Internacional, No. 15 Km. 5",Santiago,63320,Nayarit
10380, Universidad Tecnológica de la Costa Grande de Guerrero,mx ,Carretera Nacional Acapulco Km. 201,Petatlán,40830,Guerrero
10381, Universidad Tecnológica de la Habana José Antonio Echeverría,cu ,"Calle 127, s/n, CUJAE, Marianao",Havana,,Ciudad de la Habana
10382, Universidad Tecnológica de La Huasteca Hidalguense,mx ,"Carretera Huejutla-Chalahuiyapa Km. 3.5, Colonia Tepoxteco",Huejutla,43000,Hidalgo
10383, Universidad Tecnológica de La Laguna,mx ,"Km. 8 Carretera Torreón-Villa Juárez, Ejido Las Cuevas",Lerdo,35185,Durango
10384, Universidad Tecnológica de la Mixteca,mx ,Carretera a Acatlima km. 2.5,Huajuapán,69000,Oaxaca
10385, Universidad Tecnológica de La Paz,mx ,"Boulevard Francisco J. Mujica y Prol. Profr. Benito Beltrán, Colonia Reforma",La,23070,Baja California Sur
